stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
863,OPRHIGEN,Ocean Park Eb & Highland Ns,600 Ocean Park Blvd & Highland Ave,34.0054406,-118.4788071,,,,
864,OPR011EN,Ocean Park Eb & 11Th Ns,1100 Ocean Park Blvd & 11Th St,34.0082975,-118.4739279,,,,
865,OPREULEF,Ocean Park Eb & Euclid Fs,1300 Ocean Park Blvd & Euclid St,34.0095744,-118.4717214,,,,
866,OPR014EN,Ocean Park Eb & 14Th Ns,1400 Ocean Park Blvd & 14Th St,34.010335,-118.4703894,,,,
867,OPR017EN,Ocean Park Eb & 17Th Ns,1700 Ocean Park Blvd & 17Th St,34.0122195,-118.467131,,,,
868,OPR023EF,Ocean Park Eb & 23Rd Fs,2300 Ocean Park Blvd & 23Rd St,34.0154761,-118.4616087,,,,
869,OPR025EF,Ocean Park Eb & 25Th Fs,2500 Ocean Park Blvd & 25Th St,34.0174419,-118.4581239,,,,
870,OPR028EF,Ocean Park Eb & 28Th Fs,2800 Ocean Park Blvd & 28Th St,34.0189395,-118.4555491,,,,
871,OPR031EF,Ocean Park Eb & 31St Fs,3100 Ocean Park Blvd & 31St St,34.0209503,-118.4520667,,,,
872,GTYGVLEF,Gateway Eb & Granville Fs,11800 Gateway Blvd & Granville Ave,34.0262155,-118.4438056,,,,
873,GTYBAREN,Gateway Eb & Barrington Ns,11700 Gateway Blvd & S Barrington Ave,34.0278393,-118.443354,,,,
874,BARBVNSN,Barrington Sb & Brookhaven Ns,2700 S Barrington Ave & Brookhaven Ave,34.0258732,-118.4412785,,,,
876,NATFEDEN,National Eb & Federal Ns,11500 National Blvd & Federal Ave,34.0235441,-118.4368243,,,,
877,NATBTLEN,National Eb & Butler Ns,11400 National Blvd & Butler Ave,34.0247783,-118.4343016,,,,
878,NATSAWEN,National Eb & Sawtelle Ns,11300 National Blvd & Sawtelle Blvd,34.0260973,-118.4316114,,,,
879,NATMILEF,National Eb & Military Fs,11000 National Blvd & Military Ave,34.0286263,-118.4252832,,,,
881,WWONATNF,Westwood Nb & National Fs,2900 Westwood Blvd & National Blvd,34.0308292,-118.4210462,,,,
882,WWOCVTNN,Westwood Nb & Coventry Ns,2800 Westwood Blvd & Coventry Pl,34.0333466,-118.422985,,,,
883,WWOBVNNN,Westwood Nb & Brookhaven Ns,2700 Westwood Blvd & Brookhaven Ave,34.0349849,-118.4243054,,,,
884,WWOASBNN,Westwood Nb & Ashby Ns,2500 Westwood Blvd & Ashby Ave,34.0370346,-118.4259133,,,,
885,SNTSLREF,Sunset Eb & Salerno Fs,16900 W Sunset Blvd & Salerno Dr,34.0428965,-118.5460051,,,,
886,SNTANOEN,Sunset Eb & Arno Ns,16800 W Sunset Blvd & Arno Way,34.0434557,-118.544673,,,,
887,SNTLVREN,Sunset Eb & Livorno Ns,16700 W Sunset Blvd & Livorno Dr,34.0450978,-118.5436763,,,,
888,SNTBLREF,Sunset Eb & Baylor (Marquez E) Fs,16600 W Sunset Blvd & N Baylor St,34.0481526,-118.5430505,,,,
889,SNTLCSEN,Sunset Eb & Las Casas Ns,16500 W Sunset Blvd & Las Casas Ave,34.048391,-118.5418962,,,,
890,SNTBDAEN,Sunset Eb & Bienvenida Ns,16300 W Sunset Blvd & Bienvenida Ave,34.0488221,-118.5399208,,,,
891,SNTNFDEF,Sunset Eb & Northfield Fs,16200 W Sunset Blvd & W Northfield St,34.0485183,-118.5380693,,,,
892,SNTMSKEN,Sunset Eb & Muskingum Ns,16100 W Sunset Blvd & Muskingum Ave,34.0488717,-118.5359876,,,,
893,SNTELOEF,Sunset Eb & El Medio Fs,15900 W Sunset Blvd & El Medio Ave,34.0486766,-118.5331286,,,,
894,SNTTMLEN,Sunset Eb & Temescal Cyn Ns,15600 W Sunset Blvd & Temescal Canyon Rd,34.0497753,-118.5297517,,,,
895,SNTSWREF,Sunset Eb & Swarthmore Fs,15300 W Sunset Blvd & Swarthmore Ave,34.047153,-118.5256141,,,,
896,SNTLCZEN,Sunset Eb & La Cruz (Monument) Ns,15200 W Sunset Blvd & La Cruz Dr,34.0462918,-118.5245903,,,,
897,SNTCREEN,Sunset Eb & Carey Ns,15100 W Sunset Blvd & Carey St,34.0452149,-118.5232473,,,,
898,SNTDRUEN,Sunset Eb & Drummond Ns,14900 W Sunset Blvd & Drummond St,34.0431277,-118.5207485,,,,
899,SNTPPREF,Sunset Eb & Pampas Ricas Fs,14800 W Sunset Blvd & Pampas Ricas Blvd,34.041204,-118.5184646,,,,
900,CHQBRGSN,Chautauqua Sb & Borgos Ns,600 Chautauqua Blvd & Borgos Pl,34.0386728,-118.5182095,,,,
901,CHQALMSN,Chautauqua Sb & Almoloya Ns,500 Chautauqua Blvd & Almoloya Dr,34.0362998,-118.5191536,,,,
902,CHQLBRSN,Chautauqua Sb & La Cumbre Ns,400 Chautauqua Blvd & La Cumbre Dr,34.034278,-118.5196626,,,,
903,WCHMSAEN,West Channel Eb & Mesa Ns,300 W Channel Rd & Mesa Rd,34.0301676,-118.5154541,,,,
904,ENTSTSEN,Entrada Eb & Stassi Ns,500 Entrada Dr & Stassi Ln,34.0336364,-118.5102418,,,,
905,007MRGSN,7Th Sb & Marguerita Ns,500 7Th St & Marguerita Ave,34.0298508,-118.5053994,,,,
906,007ALTSN,7Th Sb & Alta Ns,600 7Th St & Alta Ave,34.028733,-118.5041463,,,,
907,007MONSN,7Th Sb & Montana Ns,800 7Th St & Montana Ave,34.0269843,-118.5020502,,,,
908,006MONSF,6Th Sb & Montana Fs,800 6Th St & Montana Ave,34.0258815,-118.5026096,,,,
909,006IDSSN,6Th Sb & Idaho Ns,900 6Th St & Idaho Ave,34.0248102,-118.501363,,,,
910,006IDSNN,6Th Nb & Idaho Ns,900 6Th St & Idaho Ave,34.0246763,-118.5009862,,,,
911,006MONNN,6Th Nb & Montana Ns,800 6Th St & Montana Ave,34.0259937,-118.5025656,,,,
912,007MONNF,7Th Nb & Montana Fs,700 7Th St & Montana Ave,34.0270434,-118.5019743,,,,
913,007MRGNN,7Th Nb & Marguerita Ns,500 7Th St & Marguerita Ave,34.0297872,-118.5052408,,,,
914,007ALTNN,7Th Nb & Alta Ns,600 7Th St & Alta Ave,34.0285575,-118.5037051,,,,
915,007SVSNN,7Th Nb & San Vicente Ns,300 7Th St & San Vicente Blvd,34.0318554,-118.5076484,,,,
916,ENTSTSWN,Entrada Wb & Stassi Ns,500 Entrada Dr & Stassi Ln,34.0340505,-118.5100731,,,,
917,ENTECHWN,Entrada Wb & East Channel Ns,400 Entrada Dr & East Channel Rd,34.0311986,-118.5122659,,,,
918,MSAENTSN,Mesa Sb & Entrada Ns,300 Mesa Rd & Entrada Dr,34.0299273,-118.5153374,,,,
919,CHQCDMNN,Chautauqua Nb & Corona Del Mar Ns,300 Chautauqua Blvd & Corona Del Mar,34.0312824,-118.5185918,,,,
920,CHQLBRNN,Chautauqua Nb & La Cumbre Ns,400 Chautauqua Blvd & La Cumbre Dr,34.0339304,-118.5195472,,,,
921,CHQALMNN,Chautauqua Nb & Almoloya Ns,500 Chautauqua Blvd & Almoloya Dr,34.0359783,-118.5192483,,,,
922,CHQBRGNF,Chautauqua Nb & Borgos Fs,600 Chautauqua Blvd & Borgos Pl,34.0387083,-118.518146,,,,
923,CHQSNTNN,Chautauqua Nb & Sunset Ns,700 Chautauqua Blvd & W Sunset Blvd,34.0411321,-118.5181428,,,,
924,SNTHTZWF,Sunset Wb & Hartzell Fs,14800 W Sunset Blvd & Hartzell St,34.0420188,-118.5191562,,,,
925,SNTDRUWF,Sunset Wb & Drummond Fs,14900 W Sunset Blvd & Drummond St,34.0431788,-118.5205576,,,,
926,SNTCREWF,Sunset Wb & Carey Fs,15100 W Sunset Blvd & Carey St,34.0452651,-118.5230934,,,,
927,SNTMNUWN,Sunset Wb & Monument (La Cruz) Ns,15200 W Sunset Blvd & Monument St,34.0460718,-118.5240848,,,,
928,SNTSWRWF,Sunset Wb & Swarthmore Fs,15300 W Sunset Blvd & Swarthmore Ave,34.0477302,-118.5259819,,,,
929,SNTTMLWN,Sunset Wb Temescal Cyn Ns,15600 W Sunset Blvd & Temescal Canyon Rd,34.0496413,-118.5289231,,,,
930,SNTELOWF,Sunset Wb & El Medio Fs,15900 W Sunset Blvd & El Medio Ave,34.0489052,-118.5335037,,,,
931,SNTMSKWF,Sunset Wb & Muskingum Fs,16100 W Sunset Blvd & Muskingum Ave,34.0490198,-118.5358542,,,,
932,SNTLMSWF,Sunset Wb & Las Lomas Fs,16200 W Sunset Blvd & Las Lomas Ave,34.0485715,-118.5383644,,,,
933,SNTBDAWF,Sunset Wb & Bienvenida Fs,16300 W Sunset Blvd & Bienvenida Ave,34.0490187,-118.5402865,,,,
934,SNTLCSWN,Sunset Wb & Las Casas Ns,16500 W Sunset Blvd & Las Casas Ave,34.0486386,-118.5415369,,,,
935,SNTMRQWF,Sunset Wb & Marquez E (Baylor) Fs,16600 W Sunset Blvd & Marquez Ave,34.0478343,-118.5437748,,,,
936,SNTLVRWN,Sunset Wb & Livorno Ns,16700 W Sunset Blvd & Livorno Dr,34.0454837,-118.5437777,,,,
937,SNTANOWN,Sunset Wb & Arno Ns,16800 W Sunset Blvd & Arno Way,34.0436527,-118.5445672,,,,
938,SNTSLRWF,Sunset Wb & Salerno Fs,16900 W Sunset Blvd & Salerno Dr,34.0428525,-118.5465014,,,,
939,BUNIDLSN,Bundy Sb & Idaho Ns,1600 S Bundy Dr & Idaho Ave,34.0389669,-118.4615564,,,,
940,BUNNEBSN,Bundy Sb & Nebraska Ns,1800 S Bundy Dr & Nebraska Ave,34.0361691,-118.4582736,,,,
941,BUNLGRSN,Bundy Sb & La Grange Ns,2000 S Bundy Dr & La Grange Ave,34.0340654,-118.4558566,,,,
942,BUNRCHSN,Bundy Sb & Rochester Ns,1400 S Bundy Dr & Rochester Ave,34.0423051,-118.4654613,,,,
943,BUNSMBSN,Bundy Sb & Santa Monica Ns,1400 S Bundy Dr & Santa Monica Blvd,34.0406473,-118.4636037,,,,
944,BUNDORSN,Bundy Sb & Dorothy Ns,900 S Bundy Dr & Dorothy St,34.0485013,-118.4712492,,,,
945,BUNMAYSN,Bundy Sb & Mayfield Ns,1000 S Bundy Dr & Mayfield Ave,34.0472571,-118.4693345,,,,
946,BUNMAYNN,Bundy Nb & Mayfield Ns,1000 S Bundy Dr & Mayfield Ave,34.0471038,-118.4689077,,,,
947,BUNDORNN,Bundy Nb & Dorothy Ns,900 S Bundy Dr & Dorothy St,34.0484435,-118.4708556,,,,
948,OLIPCONN,Olive Nb & Pico Ns,1300 S Olive St & Pico Blvd,34.0380858,-118.2632973,,,,
951,OLIOLYNN,Olive Nb & Olympic Ns,1000 S Olive St & W Olympic Blvd,34.0421207,-118.2596611,,,,
955,FIGL06NF,Figueroa Nb & 6Th Fs,600 S Figueroa St & W 6Th St,34.0510444,-118.2582666,,,,
956,FIGL05NN,Figueroa Nb & 5Th Ns,500 S Figueroa St & W 5Th St,34.052152,-118.2576398,,,,
957,HOP001NF,Hope Nb & 1St Fs,100 N Hope St & W 1St Street,34.0569013,-118.2493083,,,,
958,HOPTMPNN,Hope Nb & Temple Ns,100 N Hope St & W Temple St,34.0587821,-118.2476285,,,,
960,TMPHLLEF,Temple Eb & Hill Fs,300 W Temple St & N Hill St,34.0563159,-118.2443999,,,,
961,TMPSPREN,Temple Eb & Spring Ns,100 W Temple St & N Spring St,34.0551821,-118.2429021,,,,
962,LASTMPNF,Los Angeles Nb & Temple Fs,200 N Los Angeles St & E Temple St,34.0538876,-118.2402281,,,,
964,ALALASNF,Alameda Nb & Los Angeles Fs,800 N Alameda St & N Los Angeles St,34.0566057,-118.237322,,,,
966,TMPSPRWN,Temple Wb & Spring Ns,100 W Temple St & N Spring St,34.0548018,-118.2424473,,,,
967,TMPHLLWN,Temple Wb & Hill Ns,300 W Temple St & N Hill St,34.0563542,-118.2442764,,,,
969,HOP001SF,Hope Sb & 1St Fs,100 S Hope St & W 1St St,34.0562323,-118.2501672,,,,
971,FLOL05SF,Flower Sb & 5Th Fs,500 S Flower St & W 5Th St,34.0511126,-118.2565299,,,,
974,GRAL07SM,Grand Sb & 7Th (8Th) Mb,700 S Grand Ave & W 7Th St,34.0463245,-118.2567591,,,,
980,GRAPCOSN,Grand Sb & Pico Ns,1300 S Grand Ave & W Pico Blvd,34.0391608,-118.2643089,,,,
981,GRAL14SN,Grand Sb & 14Th Ns,1400 S Grand Ave & W 14Th St,34.0371892,-118.265547,,,,
982,BUNLGRNN,Bundy Nb & La Grange Ns,2000 S Bundy Dr & La Grange Ave,34.0338028,-118.4552678,,,,
983,BUNNEBNN,Bundy Nb & Nebraska Ns,1800 S Bundy Dr & Nebraska Ave,34.0364027,-118.4583275,,,,
984,BUNIDLNN,Bundy Nb & Idaho Ns,1600 S Bundy Dr & Idaho Ave,34.0387495,-118.4610348,,,,
985,BUNSMBNF,Bundy Nb & Santa Monica Fs,1400 S Bundy Dr & Santa Monica Blvd,34.0407935,-118.4634145,,,,
986,BUNRCHNM,Bundy Nb & Rochester (Rhode Isl) Mb,1400 S Bundy Dr & Rochester Ave,34.0421824,-118.4650666,,,,
987,PRL016WN,Pearl Wb & 16Th Ns,1600 Pearl St & 16Th St,34.0143856,-118.4714177,,,,
988,PRL014WN,Pearl Wb & 14Th Ns,1400 Pearl St & 14Th St,34.0134222,-118.473061,,,,
989,014MCHNN,14Th Nb & Michigan Ns,1800 14Th St & Michigan Ave,34.0183638,-118.4789333,,,,
990,014OLYNN,14Th Nb & Olympic Ns,1700 14Th St & Olympic Blvd,34.0195828,-118.4803181,,,,
991,014BWYNF,14Th Nb & Broadway Fs,1400 14Th St & Broadway,34.0230209,-118.4842907,,,,
992,014ARZNF,14Th Nb & Arizona Fs,1300 14Th St & Arizona Ave,34.0256635,-118.4874212,,,,
993,014CLSNF,14Th Nb & California Fs,1000 14Th St & California Ave,34.0283481,-118.4905203,,,,
994,014IDSNN,14Th Nb & Idaho Ns,900 14Th St & Idaho Ave,34.0308069,-118.4934758,,,,
995,014MONNN,14Th Nb & Montana Ns,800 14Th St & Montana Ave,34.0321097,-118.4949733,,,,
996,020IDSSF,20Th Sb & Idaho Fs,900 20Th St & Idaho Ave,34.0353516,-118.4879064,,,,
997,020WASSN,20Th Sb & Washington Ns,900 20Th St & Washington Ave,34.0342442,-118.4865812,,,,
998,020CLSSN,20Th Sb & California Ns,1000 20Th St & California Ave,34.0328273,-118.4849663,,,,
999,020OLYSN,20Th Sb & Olympic Ns,1600 20Th St & Olympic Blvd,34.024468,-118.4752512,,,,
1001,020DLWSF,20Th Sb & Delaware Fs,1900 20Th St & Delaware Ave,34.0217411,-118.4720522,,,,
1002,020PRLSN,20Th Sb & Pearl Ns,2200 20Th St & Pearl St,34.0168866,-118.4673522,,,,
1003,020OPRSN,20Th Sb & Ocean Park Ns,2500 20Th St & Ocean Park Blvd,34.0139369,-118.4648878,,,,
1004,ROBMTMSF,Robertson Sb & Monte Mar (18Th) Fs,1800 S Robertson Blvd & Monte Mar Dr,34.0465546,-118.386243,,,,
1005,ROBL18NN,Robertson Nb & 18Th (Monte Mar) Ns,1800 S Robertson Blvd & W 18Th St,34.0465728,-118.386045,,,,
1006,ROBSWYSF,Robertson Sb & Sawyer Fs,1900 S Robertson Blvd & Sawyer St,34.0446936,-118.3867243,,,,
1007,ROBHLBSN,Robertson Sb & Hillsboro (Cadlc) Ns,2000 S Robertson Blvd & Hillsboro Ave,34.0414636,-118.3876241,,,,
1008,ROBCADNN,Robertson Nb & Cadillac (Hlsbro) Ns,2000 S Robertson Blvd & Cadillac Ave,34.0409269,-118.3875778,,,,
1009,ROBL24SN,Robertson Sb & 24Th Ns,2400 S Robertson Blvd & W 24Th St,34.0397945,-118.3880627,,,,
1010,ROBBWDSN,Robertson Sb & Beverlywood Ns,2600 S Robertson Blvd & Beverlywood St,34.0383854,-118.3884552,,,,
1011,ROBOLNSN,Robertson Sb & Olin Ns,2700 S Robertson Blvd & Olin St,34.0368559,-118.3888751,,,,
1012,ROBOLNNN,Robertson Nb & Olin Ns,2700 S Robertson Blvd & Olin St,34.0363173,-118.3888476,,,,
1013,ROBBWDNN,Robertson Nb & Beverlywood Ns,2600 S Robertson Blvd & Beverlywood St,34.0381709,-118.388331,,,,
1014,ROBL24NN,Robertson Nb & 24Th Ns,2400 S Robertson Blvd & W 24Th St,34.0395412,-118.3879476,,,,
1015,ROBSWYNN,Robertson Nb & Sawyer Ns,1900 S Robertson Blvd & Sawyer St,34.0446276,-118.3865506,,,,
1016,ROBARDNN,Robertson Nb & Airdrome Ns,1700 S Robertson Blvd & Airdrome St,34.0486006,-118.3855123,,,,
1017,ROBCSHNN,Robertson Nb & Cashio Ns,1500 S Robertson Blvd & Cashio St,34.0519162,-118.3840514,,,,
1019,VENROBWN,Venice Wb & Robertson Ns,9000 Venice Blvd & S Robertson Blvd,34.0284884,-118.3900938,,,,
1020,BAGEXPNN,Bagley Nb & Exposition Ns,3600 Bagley Ave & Exposition Blvd,34.0283578,-118.3970424,,,,
1021,NATBAGWF,National Wb & Bagley Fs,9400 National Blvd & Bagley Ave,34.0313968,-118.3962055,,,,
1022,NATCRDWN,National Wb & Cardiff Ns,9500 National Blvd & Cardiff Ave,34.0314103,-118.3976865,,,,
1023,NATCSLWN,National Wb & Castle Heights Ns,9700 National Blvd & Castle Heights Ave,34.0314166,-118.399502,,,,
1024,NATMNGWN,National Wb & Manning Ns,9900 National Blvd & Manning Ave,34.0301705,-118.4027888,,,,
1025,NATMNGEF,National Eb & Manning Fs,9900 National Blvd & Manning Ave,34.0300806,-118.4026098,,,,
1026,PLMNATWF,Palms Wb & National Fs,10000 Palms Blvd & National Blvd,34.0288613,-118.4041445,,,,
1027,OPRBVEWN,Ocean Park Wb & Beverley Ns,600 Ocean Park Blvd & Beverley Ave,34.005683,-118.4787186,,,,
1028,OLIL09NF,Olive Nb & 9Th Fs,900 S Olive St & W 9Th St,34.0439934,-118.2579418,,,,
1030,PLMJASWF,Palms Wb & Jasmine Fs,10100 Palms Blvd & Jasmine Ave,34.027532,-118.4066219,,,,
1031,PLMMTRWF,Palms Wb & Motor Fs,10300 Palms Blvd & Motor Ave,34.0263144,-118.4088642,,,,
1032,GLNPLMSF,Glendon Sb & Palms Fs,3500 Glendon Ave & Palms Blvd,34.0231665,-118.4137046,,,,
1033,GLNCNKSN,Glendon Sb & Charnock Ns,3600 Glendon Ave & Charnock Rd,34.0214186,-118.4123622,,,,
1034,CNKKLTWN,Charnock Wb & Kelton Ns,10800 Charnock Rd & Kelton Ave,34.019957,-118.4147047,,,,
1035,CNKGLDWN,Charnock Wb & Greenfield Ns,10900 Charnock Rd & Greenfield Ave,34.0191124,-118.4162397,,,,
1036,CNKTLDWN,Charnock Wb & Tilden Ns,11000 Charnock Rd & Tilden Ave,34.0181508,-118.4179616,,,,
1037,CNKSEPWN,Charnock Wb & Sepulveda Ns,11100 Charnock Rd & S Sepulveda Blvd,34.0169762,-118.4201134,,,,
1038,SEPPLMNF,Sepulveda Nb & Palms Fs,3500 S Sepulveda Blvd & Palms Blvd,34.019545,-118.4223118,,,,
1039,SEPQUNNN,Sepulveda Nb & Queensland Ns,3200 S Sepulveda Blvd & Queensland St,34.023776,-118.4256504,,,,
1040,SEPQUNSN,Sepulveda Sb & Queensland Ns,3200 S Sepulveda Blvd & Queensland St,34.0238757,-118.4260424,,,,
1041,SEPPLMSN,Sepulveda Sb & Palms Ns,3500 S Sepulveda Blvd & Palms Blvd,34.0193821,-118.4224798,,,,
1042,CNKSEPEF,Charnock Eb & Sepulveda Fs,11100 Charnock Rd & S Sepulveda Blvd,34.0169587,-118.419931,,,,
1043,CNKTLDEN,Charnock Eb & Tilden Ns,11000 Charnock Rd & Tilden Ave,34.0179326,-118.4181688,,,,
1044,CNKGLDEN,Charnock Eb & Greenfield Ns,10900 Charnock Rd & Greenfield Ave,34.0189166,-118.4163918,,,,
1045,CNKKLTEN,Charnock Eb & Kelton Ns,10800 Charnock Rd & Kelton Ave,34.0197012,-118.4149347,,,,
1046,GLNCNKNF,Glendon Nb & Charnock Fs,3600 Glendon Ave & Charnock Rd,34.0215418,-118.41239,,,,
1047,GLNPLMNN,Glendon Nb & Palms Ns,3500 Glendon Ave & Palms Blvd,34.0231972,-118.4136735,,,,
1048,PLMMTREF,Palms Eb & Motor Fs,10300 Palms Blvd & Motor Ave,34.0264597,-118.4082098,,,,
1049,PLMJASEF,Palms Eb & Jasmine Fs,10100 Palms Blvd & Jasmine Ave,34.0275436,-118.40621,,,,
1050,PLMEXPEN,Palms Eb & Exposition Ns,10000 Palms Blvd & Exposition Blvd,34.0288955,-118.4037328,,,,
1051,NATCSLEN,National Eb & Castle Heights Ns,9800 National Blvd & Castle Heights Ave,34.0312907,-118.4003707,,,,
1052,NATCRDEN,National Eb & Cardiff Ns,9600 National Blvd & Cardiff Ave,34.0312723,-118.3980941,,,,
1053,NATBAGEN,National Eb & Bagley Ns,9400 National Blvd & Bagley Ave,34.0312703,-118.3963623,,,,
1054,BAGEXPSN,Bagley Sb & Exposition Ns,3600 Bagley Ave & Exposition Blvd,34.0288796,-118.3968771,,,,
1056,NATROBWN,National Wb & Robertson Ns,9000 National Blvd & S Robertson Blvd,34.031234,-118.3906331,,,,
1057,ARDCNFWN,Airdrome Wb & Canfield Ns,9200 Airdrome St & S Canfield Ave,34.0495644,-118.3893728,,,,
1058,BAGMTMWN,Bagley Wb & Monte Mar Ns,1700 Bagley Ave & Monte Mar Dr,34.0488027,-118.3908507,,,,
1059,MTMBEVWN,Monte Mar Wb & Beverly Dr Ns,9400 Monte Mar Dr & S Beverly Dr,34.0494855,-118.3950231,,,,
1060,BEVCSHNN,Beverly Dr Nb & Cashio Ns,1500 S Beverly Dr & Cashio St,34.0522816,-118.3952973,,,,
1061,BEVCSHSF,Beverly Dr Sb & Cashio Fs,1500 S Beverly Dr & Cashio St,34.0522597,-118.395399,,,,
1062,MTRPLGSM,Motor Sb & Cheviot Playground Mb,2500 Motor Ave & Cheviot Playground,34.0471403,-118.408395,,,,
1063,MTRPLGNM,Motor Nb & Cheviot Playground Mb,2500 Motor Ave & Cheviot Playground,34.0472656,-118.4082832,,,,
1064,MTRMTMSN,Motor Sb & Monte Mar Ns,2600 Motor Ave & Monte Mar Dr,34.0439323,-118.4056919,,,,
1065,MTRCTASN,Motor Sb & Cresta Ns,2700 Motor Ave & Cresta Dr,34.0421842,-118.4039201,,,,
1066,MTRCLBSN,Motor Sb & Club Ns,2800 Motor Ave & Club Dr,34.0404948,-118.4040156,,,,
1067,MTRGLBSN,Motor Sb & Glenbarr Ns,2900 Motor Ave & Glenbarr Ave,34.0394847,-118.4071267,,,,
1068,MTRCHVSN,Motor Sb & Cheviot Ns,3000 Motor Ave & Cheviot Dr,34.0377557,-118.4079952,,,,
1069,MTRBANSN,Motor Sb & Bannockburn Ns,3000 Motor Ave & Bannockburn Dr,34.0356463,-118.4093127,,,,
1070,MTRMNGSN,Motor Sb & Manning Ns,3000 Motor Ave & Manning Ave,34.0339918,-118.4106572,,,,
1071,MNGDUNNN,Manning Nb & Dunleer Ns,2900 Manning Ave & Dunleer Dr,34.0356542,-118.4138737,,,,
1072,MNGBTFNN,Manning Nb & Butterfield Ns,2800 Manning Ave & Butterfield Rd,34.0371019,-118.4164181,,,,
1073,MNGRNTNN,Manning Nb & Rountree Ns,2700 Manning Ave & Rountree Rd,34.0381237,-118.4182539,,,,
1074,MNGRNTSF,Manning Sb & Rountree Fs,2700 Manning Ave & Rountree Rd,34.0380104,-118.4182734,,,,
1075,ASBOVLWN,Ashby Wb & Overland Ns,10700 Ashby Ave & Overland Ave,34.0382736,-118.4217207,,,,
1077,OVLPCOSF,Overland Sb & Pico Fs,2400 Overland Ave & Pico Blvd,34.0415385,-118.4247583,,,,
1078,ASBOVLEF,Ashby Eb & Overland Fs,10700 Ashby Ave & Overland Ave,34.0382909,-118.4216417,,,,
1079,ASBMNGEN,Ashby Eb & Manning Ns,10600 Ashby Ave & Manning Ave,34.0390036,-118.4202309,,,,
1080,MNGBTFSN,Manning Sb & Butterfield Ns,2800 Manning Ave & Butterfield Rd,34.0372913,-118.4168918,,,,
1081,MNGDUNSN,Manning Sb & Dunleer Ns,2900 Manning Ave & Dunleer Dr,34.0357757,-118.4142837,,,,
1082,MTRMNGNF,Motor Nb & Manning Fs,3200 Motor Ave & Manning Ave,34.0340889,-118.4104953,,,,
1083,MTRBANNN,Motor Nb & Bannockburn Ns,3100 Motor Ave & Bannockburn Dr,34.0352829,-118.4093965,,,,
1084,MTRCHVNN,Motor Nb & Cheviot Ns,3000 Motor Ave & Cheviot Dr,34.0372654,-118.4083918,,,,
1085,MTRGLBNF,Motor Nb & Glenbarr Fs,2900 Motor Ave & Glenbarr Ave,34.0395697,-118.4067827,,,,
1086,MTRCLBNN,Motor Nb & Club Ns,2800 Motor Ave & Club Dr,34.0402595,-118.40441,,,,
1087,MTRCTANN,Motor Nb & Cresta Ns,2700 Motor Ave & Cresta Dr,34.0418731,-118.4033998,,,,
1088,MTRMTMNN,Motor Nb & Monte Mar Ns,2600 Motor Ave & Monte Mar Dr,34.0437036,-118.4053264,,,,
1089,MTMBEVEF,Monte Mar Eb & Beverly Dr Fs,9400 Monte Mar Dr & S Beverly Dr,34.0493985,-118.3949115,,,,
1090,BAGMTMEF,Bagley Eb & Monte Mar Fs,1700 Bagley Ave & Monte Mar Dr,34.048817,-118.3907051,,,,
1091,BAGARDEN,Bagley Eb & Airdrome Ns,1700 Bagley Ave & Airdrome St,34.0494727,-118.3897398,,,,
1092,ARDLIVEN,Airdrome Eb & Livonia Ns,9000 Airdrome St & Livonia Ave,34.0490324,-118.3868213,,,,
1093,CENSRTNF,Centinela Nb & Short Fs,4500 S Centinela Ave & Short Ave,33.9931735,-118.4234876,,,,
1094,CENLSENF,Centinela Nb & Louise Fs,4300 S Centinela Ave & Louise Ave,33.9949067,-118.4257111,,,,
1095,CENCNKNF,Centinela Nb & Charnock Fs,3600 S Centinela Ave & Charnock Rd,34.0079334,-118.4366784,,,,
1096,CENPLMNN,Centinela Nb & Palms Ns,3500 S Centinela Ave & Palms Blvd,34.0104219,-118.4385685,,,,
1097,CENWBINF,Centinela Nb & Woodbine Fs,3400 S Centinela Ave & Woodbine St,34.0122656,-118.4399829,,,,
1098,BUNPRLNN,Bundy Nb & Pearl Ns,2500 S Bundy Dr & Pearl St,34.0268651,-118.448119,,,,
1099,BARTRYNF,Barrington Nb & Terryhill Fs,600 S Barrington Ave & Terryhill Pl,34.0579319,-118.4681202,,,,
1100,BAR400NN,Barrington Nb & 400 Bl (Rec Ctr) Ns,400 S Barrington Ave & Barrington Rec Center,34.0611533,-118.4685207,,,,
1101,BAR400SM,Barrington Sb & 400 Bk (Rec Ctr) Mb,400 S Barrington Ave & Barrington Rec Center,34.0609276,-118.4684773,,,,
1102,BAR200NF,Barrington Nb & 200 Bk (Post Of) Fs,200 S Barrington Ave & Post Office,34.0637065,-118.4685462,,,,
1103,BAR200SF,Barrington Sb & 200 Bk (Post Of) Fs,200 S Barrington Ave & Unnamed St,34.063554,-118.4686285,,,,
1104,CHUSEPWF,Church Wb & Sepulveda Fs,100 N Church Ln & N Sepulveda Blvd,34.0753155,-118.4688188,,,,
1105,SNTWBUEN,Sunset Eb & Woodburn Ns,11500 W Sunset Blvd & S Woodburn Dr,34.0696076,-118.4695973,,,,
1106,BARTRYSN,Barrington Sb & Terryhill Ns,600 S Barrington Ave & Terryhill Pl,34.0578032,-118.4682371,,,,
1107,BUNPRLSN,Bundy Sb & Pearl Ns,2500 S Bundy Dr & Pearl St,34.0270982,-118.4484805,,,,
